"Cultivar","Param","Last_run"
"Clara","yc",44.3866180946935
"Clara","zc",240.401930706187
"Clara","s1",0.0936668646960697
"Clara","Tu",26.5237723288587
"Clara","E0",3376.98330294922
"Clara","E1",9909.84922506887
"Clara","A0",6335.09486655589
"Clara","A1",59397377361969.6
"Clara","Tf",6.6072483942027
"Clara","Tc",27.3161955522316
"Clara","Tb",4.4857238145359
"Clara","slope",10.6246957876861
