"Cultivar","Param","Last_run"
"Xuanina","yc",38.8222095549575
"Xuanina","zc",420.145759202175
"Xuanina","s1",0.677628016132465
"Xuanina","Tu",28.5574769708541
"Xuanina","E0",3373.41301106092
"Xuanina","E1",9938.00649502942
"Xuanina","A0",6289.02153281441
"Xuanina","A1",59397766364887.2
"Xuanina","Tf",7.13373163247773
"Xuanina","Tc",28.5863711014746
"Xuanina","Tb",3.76827204679083
"Xuanina","slope",0.717449626192475
