"Cultivar","Param","Last_run"
"Perico","yc",38.3614997584069
"Perico","zc",211.594537921979
"Perico","s1",0.122138059949558
"Perico","Tu",28.0436139651863
"Perico","E0",3372.80434395819
"Perico","E1",9903.3556426501
"Perico","A0",6333.12871272298
"Perico","A1",59400048476820.1
"Perico","Tf",5.5769869438584
"Perico","Tc",39.60687150289
"Perico","Tb",6.31740831290075
"Perico","slope",0.959828630089759
